,Country,Subject Descriptor,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1410,Trinidad and Tobago,"Gross domestic product per capita, constant prices",,2.941,2.128,-11.723,-7.139,-5.366,-4.349,-5.453,-4.687,-1.542,0.822,2.442,9.418,-1.222,3.076,3.423,6.849,7.327,7.965,7.834,6.629,3.333,6.684,13.314,6.783,5.374,13.651,3.785,2.815,-5.29,2.898,-0.792,-1.342,1.557,-1.54,1.229,-6.788,-2.771,-0.66,-0.37,-5.059,2.044
1412,Trinidad and Tobago,"Inflation, end of period consumer prices",,14.384,37.831,-1.964,-7.925,-8.569,3.528,-4.874,-3.421,2.865,5.774,223.966,9.589,15.487,5.714,4.0,4.516,3.681,5.74,3.652,5.817,3.333,4.523,3.088,5.924,7.763,10.0,8.235,16.929,1.341,15.41,5.541,7.733,5.675,8.378,1.586,3.122,1.325,1.027,0.37,-1.003,1.279
1413,Trinidad and Tobago,Unemployment rate,,10.408,10.271,11.123,13.428,15.661,17.232,22.243,22.0,22.0,20,18.475,19.575,19.75,18.4,17.175,16.25,15.025,14.225,13.15,12.167,10.825,10.4,10.475,8.375,7.975,6.225,5.55,4.625,5.25,5.925,5.067,4.95,3.675,3.3,3.425,3.95,4.8,4.88,4.96,5.04,5.12
1414,Trinidad and Tobago,General government net lending/borrowing,,,,,,,,,-9.337,-4.461,-1.323,-0.214,-2.758,0.237,-0.021,0.169,-0.46,0.114,-1.828,-0.903,0.175,0.617,-0.201,1.901,1.912,5.122,4.392,3.243,5.702,-4.883,0.136,-0.689,-1.327,-2.834,-4.606,-7.889,-10.46,-11.083,-5.991,-3.692,-10.87,-7.644
1420,Tunisia,"Inflation, end of period consumer prices",,,,,,,,,,,,6.565,4.759,4.745,5.59,5.648,3.19,3.754,2.755,2.83,1.689,2.881,1.6,4.462,1.256,3.474,3.357,5.104,4.084,4.136,3.48,3.448,5.373,5.225,4.444,3.819,4.217,6.154,7.493,6.078,5.951,4.801
1421,Tunisia,Unemployment rate,,,,,,,,,,,16.198,16.223,16.247,16.272,16.296,16.177,16.058,15.939,16.063,15.982,15.691,15.126,15.263,14.514,14.237,12.819,12.511,12.397,12.442,13.29,13.048,18.889,16.723,15.33,14.959,15.39,15.544,15.513,15.53,14.889,,
1422,Tunisia,General government net lending/borrowing,,,,,,,,,,,,-5.51,-3.62,-3.379,-3.011,-4.749,-5.432,-3.885,-2.976,-3.202,-3.372,-3.015,-2.672,-2.774,-2.203,-2.715,-2.449,-2.587,-0.65,-2.713,-0.479,-3.354,-5.145,-7.418,-3.287,-5.247,-6.228,-5.94,-4.578,-3.892,-4.3,-2.5
1428,Turkey,"Inflation, end of period consumer prices",,,,,,,30.698,55.027,66.227,64.267,60.425,71.132,65.967,71.076,115.7,76.25,80.142,99.016,69.634,68.805,38.998,68.489,29.705,18.403,9.353,7.717,9.653,8.387,10.064,6.526,6.401,10.448,6.164,7.4,8.17,8.808,8.533,11.92,20.302,11.836,12,12.0
1430,Turkey,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,-8.411,-11.756,-11.426,-7.639,-4.163,-0.756,-0.691,-1.942,-2.661,-5.881,-3.424,-0.687,-1.831,-1.469,-1.43,-1.265,-2.354,-2.199,-3.666,-5.261,-7.476,-6.714
1432,Turkmenistan,"Gross domestic product, constant prices",,,,,,,,,,,,,,-10.0,-17.3,-7.2,-6.7,-11.3,6.7,16.499,18.587,20.391,15.768,17.095,14.692,13.04,10.967,11.057,14.747,6.133,9.16,14.72,11.051,10.163,10.346,6.453,6.2,6.47,6.153,6.347,1.845,6.376
1433,Turkmenistan,"Gross domestic product, current prices",,,,,,,,,,,,,11.88,10.945,9.245,8.759,8.322,7.509,8.102,9.575,11.609,14.282,16.796,20.033,23.594,27.502,31.442,35.856,41.945,44.856,49.536,58.014,65.661,73.603,82.722,88.976,95.471,103.562,112.613,121.848,124.884,135.437
1434,Turkmenistan,"Gross domestic product per capita, constant prices",,,,,,,,,,,,,,-10.9,-19.392,-9.25,-8.442,-12.697,5.26,15.081,17.217,19.059,14.55,15.89,13.5,11.827,9.725,9.762,13.363,4.824,7.459,12.794,9.074,8.142,8.328,4.558,4.748,5.217,5.049,4.775,0.348,5.328
1435,Turkmenistan,"Inflation, average consumer prices",,,,,,,,,,,,,,3102.4,1748.3,1005.26,992.389,83.722,16.771,23.465,8.04,11.632,8.753,5.587,5.885,10.708,8.157,6.259,14.539,-2.672,4.447,5.277,5.314,6.814,6.009,7.405,3.646,8.041,13.3,5.092,8,6.0
1436,Turkmenistan,"Inflation, end of period consumer prices",,,,,,,,,,,,,,,1327.95,1261.54,445.756,21.483,19.826,20.138,7.372,11.746,7.805,3.059,9.0,10.354,7.098,8.648,8.936,0.148,4.773,5.568,7.832,4.002,4.418,6.005,6.168,10.419,7.2,6.267,8,6.0
1437,Turkmenistan,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,Turkmenistan,General government net lending/borrowing,,,,,,,,,,,,,,,,,,-0.19,1.072,2.313,-0.516,0.721,0.173,3.715,1.374,0.806,5.252,3.907,10.002,7.021,2.007,3.646,7.53,1.53,0.887,-0.698,-2.38,-2.838,-0.215,-0.259,-2.258,-0.485
1439,Turkmenistan,Current account balance,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.075,-21.625,-32.654,-14.812,8.209,1.653,6.699,2.663,0.579,5.093,15.664,15.548,16.547,-16.595,-12.915,-0.83,-0.875,-7.309,-6.067,-15.588,-20.202,-10.406,5.524,5.065,-1.443,-0.41
1440,Tuvalu,"Gross domestic product, constant prices",,,,,,,,,,,,,,,,,,,,,,1.452,7.712,-3.105,-1.676,-4.118,2.891,6.347,7.095,-4.132,-3.318,7.476,-3.884,4.91,1.178,9.23,5.885,4.6,3.662,6.0,-0.953,3.537
1441,Tuvalu,"Gross domestic product, current prices",,,,,,,,,,,,,,,,,,,,,0.022,0.022,0.024,0.024,0.024,0.024,0.026,0.028,0.031,0.029,0.029,0.032,0.031,0.033,0.034,0.038,0.04,0.043,0.046,0.049,0.049,0.052
1442,Tuvalu,"Gross domestic product per capita, constant prices",,,,,,,,,,,,,,,,,,,,,,,,-4.34,-2.93,-5.34,1.579,4.991,5.73,-5.354,-4.551,6.106,-5.109,3.808,0.785,8.806,5.473,4.193,3.26,5.588,-1.337,3.134
1443,Tuvalu,"Inflation, average consumer prices",,,,,,,,,,,,,,,,,,,,,,1.531,5.051,2.914,2.369,3.221,4.19,2.285,10.443,-0.283,-1.853,0.501,1.417,2.008,1.073,3.144,3.511,4.12,2.145,2.177,1.876,2.62
1444,Tuvalu,"Inflation, end of period consumer prices",,,,,,,,,,,,,,,,,,,,,,4.635,0.024,5.787,2.151,3.918,6.12,0.479,12.339,-4.025,-1.751,1.733,1.34,3.103,0.383,4.014,2.623,4.364,2.299,2.177,1.876,2.62
1445,Tuvalu,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,Tuvalu,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,,,,,-3.803,-13.467,-39.037,-19.647,-18.142,-13.971,-24.116,-9.127,10.021,29.298,-6.136,15.32,28.207,3.213,32.038,-8.601,-25.464,-18.476
1447,Tuvalu,Current account balance,,,,,,,,,,,,,,,,,,,,,,-57.331,4.905,-39.508,-27.586,-13.836,31.95,-12.97,7.162,6.903,-12.097,-37.556,18.431,-6.719,2.982,-53.513,21.454,23.997,7.104,25.624,-11.234,-23.954
1452,Uganda,"Inflation, end of period consumer prices",,,100,150.0,20.0,150.0,146.667,240.541,198.413,77.128,26.877,32.325,66.31,-2.358,7.657,11.463,5.433,10.433,-0.9,8.454,4.218,-4.424,5.722,5.907,8.004,3.673,10.884,5.183,14.234,10.938,1.456,23.651,4.265,5.453,2.056,8.386,5.687,3.303,2.229,3.558,3.936,4.35
1453,Uganda,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,Uganda,General government net lending/borrowing,,,,,,,,,,,,,,,,,,-0.94,-0.799,-1.403,-0.707,-1.127,-2.345,-1.099,0.388,-0.193,-0.722,-0.924,-2.262,-1.826,-4.957,-2.326,-2.623,-3.507,-4.029,-3.946,-4.101,-3.21,-3.802,-6.744,-6.811,-6.598
1456,Ukraine,"Gross domestic product, constant prices",,,,,,,,,,,,,,-14.799,-22.766,-12.142,-9.851,-3.175,-1.815,-0.203,5.932,5.209,5.3,9.5,11.8,3.1,7.6,8.2,2.2,-15.1,4.1,5.466,0.239,-0.027,-6.553,-9.773,2.441,2.525,3.277,3.173,-7.731,3.565
1457,Ukraine,"Gross domestic product, current prices",,,,,,,,,,,,,319.748,278.882,219.991,197.332,181.15,178.422,177.155,179.349,194.234,208.833,223.38,249.143,286.041,304.093,337.107,374.549,390.234,333.834,351.571,378.532,386.713,393.393,374.419,341.344,353.297,369.038,390.415,409.825,380.545,401.794
1458,Ukraine,"Gross domestic product per capita, constant prices",,,,,,,,,,,,,-10.026,-14.544,-22.141,-11.406,-9.003,-2.349,-0.966,0.671,6.914,6.13,6.22,10.379,12.611,3.875,8.256,8.84,2.709,-14.765,4.521,5.802,0.417,0.253,-1.119,-9.415,2.866,3.006,3.85,3.74,-7.36,3.981
1459,Ukraine,"Inflation, average consumer prices",,,,,,,,,,,,,,4734.88,891.188,376.746,80.23,15.886,10.577,22.684,28.203,11.959,0.757,5.21,9.036,13.52,9.076,12.843,25.201,15.9,9.365,7.958,0.565,-0.261,12.1,48.684,13.913,14.443,10.947,7.886,4.521,7.181
1460,Ukraine,"Inflation, end of period consumer prices",,,,,,,,,,,,,,10154.97,401.119,181.651,39.723,10.117,19.993,19.215,25.816,6.122,-0.569,8.243,12.309,10.347,11.625,16.59,22.311,12.31,9.096,4.56,-0.202,0.496,24.87,43.313,12.361,13.669,9.777,4.054,7.676,5.894
1461,Ukraine,Unemployment rate,,,,,,,,,,,,,,,,14.8,10.0,9.8,11.3,11.9,11.483,10.789,9.629,9.057,8.588,7.185,6.81,6.351,6.363,8.843,8.097,7.856,7.529,7.172,9.275,9.143,9.45,9.65,9.0,8.531,10.053,9.318
1462,Ukraine,General government net lending/borrowing,,,,,,,,,,,,,,,,-4.721,-3.093,-5.374,-2.688,4.954,-3.186,-3.031,-1.841,-0.893,-4.415,-2.277,-1.365,-1.967,-3.139,-6.272,-5.772,-2.762,-4.307,-4.784,-4.46,-1.16,-2.229,-2.191,-2.151,-2.045,-8.207,-5.25
1463,Ukraine,Current account balance,,,,,,,,,,,,,-2.794,-2.438,-3.06,-3.01,-2.569,-2.574,-2.992,5.076,4.581,3.703,7.494,5.771,10.67,2.943,-1.5,-3.68,-7.039,-1.479,-2.219,-6.279,-8.147,-9.199,-3.916,1.729,-1.494,-2.181,-3.274,-0.693,-2.015,-2.364
1468,United Arab Emirates,"Inflation, end of period consumer prices",,,,,,,,,,,,6.127,5.966,4.502,4.151,3.555,2.317,1.813,1.699,3.168,2.535,2.747,2.828,2.079,5.041,6.028,12.027,11.253,8.804,0.2,1.722,0.156,0.601,1.443,3.108,3.596,1.617,1.967,3.069,-1.931,-1,1.5
1469,United Arab Emirates,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,United Arab Emirates,General government net lending/borrowing,,,,,,,,,,,,3.849,3.321,-2.816,-1.782,3.571,0.941,6.797,1.022,1.331,10.567,1.205,-1.238,2.352,6.4,15.987,20.15,17.124,17.637,-6.127,0.551,5.316,9.006,8.395,1.911,-3.363,-2.81,-1.991,1.966,-0.814,-11.128,-7.095
1486,United States,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,,-0.537,-3.812,-4.764,-4.238,-3.069,-2.029,-2.91,-6.63,-13.197,-11.024,-9.703,-8.028,-4.564,-4.034,-3.566,-4.269,-4.471,-5.682,-5.782,-15.448,-8.643
1493,Uruguay,Unemployment rate,,,,14.5,14.0,13.1,10.1,9.1,8.6,8.0,8.5,8.9,9.0,8.3,9.2,10.3,11.9,11.558,10.125,11.2,13.4,15.192,16.75,17.15,13.342,12.142,10.783,9.4,7.925,7.783,7.025,6.342,6.325,6.5,6.625,7.533,7.867,7.925,8.367,9.42,10.546,8.098
1494,Uruguay,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,-3.013,-3.01,-3.113,-3.477,-2.394,-0.947,-0.301,-0.702,-0.172,-1.424,-1.521,-0.423,-0.364,-2.37,-1.879,-2.837,-2.217,-3.095,-2.705,-2.025,-2.933,-4.699,-3.807
1495,Uruguay,Current account balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.036,-3.627,-3.17,-0.922,-0.131,0.705,0.129,0.226,-2.491,-3.099
1496,Uzbekistan,"Gross domestic product, constant prices",,,,,,,,,,,,,,-2.3,-5.2,-0.9,4.494,5.2,4.3,4.3,3.8,4.2,4.0,4.2,7.4,7.0,7.5,9.5,9.0,8.1,7.294,7.785,7.376,7.585,7.179,7.448,6.094,4.462,5.4,5.6,1.8,7.0
1497,Uzbekistan,"Gross domestic product, current prices",,,,,,,,,,,,,46.707,46.714,45.231,45.764,48.696,52.111,54.964,58.155,61.715,65.717,69.427,73.686,81.27,89.667,99.309,111.665,124.082,135.155,146.703,161.427,176.658,193.391,211.111,229.196,245.681,261.476,282.31,303.317,310.738,338.973
1498,Uzbekistan,"Gross domestic product per capita, constant prices",,,,,,,,,,,,,,-4.503,-7.029,-2.679,2.503,1.953,2.733,2.807,4.204,2.834,2.747,2.921,6.232,5.709,6.309,8.058,7.356,6.289,5.501,3.632,5.806,6.013,5.424,5.613,4.237,2.688,3.669,3.699,-0.152,5.211
1499,Uzbekistan,"Inflation, average consumer prices",,,,,,,,,,,,,,534.18,1568.33,304.597,53.961,70.857,28.981,29.103,25.006,27.251,27.291,12.494,7.325,10.703,13.109,11.154,13.128,12.298,12.304,12.447,11.9,11.7,9.079,8.464,8.824,13.876,17.524,14.53,12.61,10.61
1500,Uzbekistan,"Inflation, end of period consumer prices",,,,,,,,,,,,,,884.782,1281.43,116.917,64.374,50.227,26.07,25.97,28.182,26.483,21.557,8.74,9.261,11.377,10.88,11.855,13.833,12.356,11.901,13.61,10.813,10.804,9.237,8.427,9.801,18.782,14.265,15.234,11.214,9.125
1501,Uzbekistan,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,Uzbekistan,General government net lending/borrowing,,,,,,,,,,,,,7.342,-12.228,-4.576,-1.81,-1.664,-2.171,-3.22,-3.08,-3.875,-3.474,-6.691,-5.163,-3.964,-3.731,2.885,3.766,6.327,1.927,2.731,5.676,6.435,2.489,2.224,-0.031,1.03,1.59,2.143,0.015,-3.305,-1.327
1503,Uzbekistan,Current account balance,,,,,,,,,,,,,-5.435,-6.512,1.502,-0.161,-5.95,-3.357,-0.575,-0.807,3.368,1.345,2.421,5.359,6.055,6.48,7.703,7.693,7.344,2.213,5.868,4.635,0.943,2.364,3.285,1.317,0.359,2.538,-7.133,-5.604,-9.429,-6.354
1509,Vanuatu,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Vanuatu,General government net lending/borrowing,,,,,,,,,,,,-2.807,-2.323,-3.669,-1.493,-2.586,-1.777,-0.507,-6.646,-0.552,-6.276,-3.326,-3.634,-1.348,0.8,1.857,0.486,0.271,-0.042,-0.821,-2.515,-2.131,-1.626,-0.232,-3.477,-7.338,-3.94,-1.2,7.589,5.273,-13.666,-4.841
1513,Venezuela,"Gross domestic product, current prices",117.546,127.009,138.424,129.668,141.364,147.1,159.185,170.954,188.505,168.628,186.253,211.288,229.2,235.276,234.654,249.042,253.1,273.868,277.765,264.952,280.862,296.764,274.763,258.16,313.59,356.721,403.799,450.943,483.977,472.05,470.441,500.326,538.611,555.422,543.671,515.155,431.796,370.985,305.457,202.009,,
1514,Venezuela,"Gross domestic product per capita, constant prices",-7.921,-4.222,-0.317,-12.331,2.35,-1.87,4.809,2.235,3.908,-15.972,3.028,7.147,3.622,-1.979,-4.496,1.716,-2.299,4.223,-1.672,-7.814,0.28,1.69,-10.335,-9.231,16.42,8.599,8.182,7.101,3.696,-4.639,-2.934,2.666,4.11,-0.089,-5.231,-7.488,-17.293,-14.92,-15.232,-32.135,,
1516,Venezuela,"Inflation, end of period consumer prices",,,,,,9.122,12.711,40.275,35.51,81.006,36.478,31.018,31.857,45.941,70.836,56.615,103.243,37.609,29.906,20.028,13.431,12.282,31.215,27.084,19.185,14.358,16.966,22.457,30.9,25.057,27.184,27.57,20.068,56.193,68.54,180.87,274.354,862.629,130060.24,9585.49,15000,15000.0
1517,Venezuela,Unemployment rate,,,,,,,,,,,,,,,,,,,,14.525,14.008,13.358,15.996,18.188,15.067,12.242,9.958,8.492,7.354,7.879,8.508,8.204,7.823,7.47,6.7,7.4,20.863,27.886,35.543,,,
1518,Venezuela,General government net lending/borrowing,,,,,,,,,-9.245,-0.907,3.838,-2.276,-6.368,-2.921,-11.187,-5.864,7.94,2.577,-4.489,0.743,4.45,-4.593,-1.482,0.171,2.47,4.095,-1.605,-2.815,-3.461,-8.686,-4.739,-8.244,-10.447,-11.265,-15.553,-10.652,-10.834,-16.641,-31.304,-10.007,,
1524,Vietnam,"Inflation, end of period consumer prices",,,,,,,,-34.571,266.652,34.668,66.253,67.589,17.605,5.28,14.528,29.864,9.208,-0.166,-12.845,-0.307,-0.632,0.925,4.119,3.083,9.822,8.819,6.699,12.631,19.891,6.518,11.748,18.127,6.816,6.036,1.839,0.597,4.737,2.597,2.983,5.237,2,4.3
1525,Vietnam,Unemployment rate,,,,,,,,,,,12.327,10.393,11.0,10.6,10.3,5.82,5.88,6.01,6.85,6.74,6.42,6.28,6.01,5.78,5.6,5.31,4.82,4.64,4.65,4.6,4.29,4.513,2.74,2.75,2.1,2.33,2.33,2.21,2.21,2.21,,
1526,Vietnam,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,-0.099,-1.246,-1.605,-2.192,-1.855,-2.559,-0.15,-0.954,0.2,-1.739,-0.447,-4.824,-2.251,-0.901,-5.462,-5.964,-5.017,-5.199,-3.081,-1.964,-3.461,-3.302,-5.154,-4.084
1528,Yemen,"Gross domestic product, constant prices",,,,,,,,,,,,6.293,8.208,4.002,6.722,5.669,4.635,5.231,6.007,3.776,6.182,3.804,3.935,3.747,3.973,5.592,3.17,3.338,3.648,3.866,7.702,-12.715,2.393,4.824,-0.189,-27.995,-9.375,-5.072,0.752,2.1,-3,6.101
1529,Yemen,"Gross domestic product, current prices",,,,,,,,,,,26.032,28.606,31.659,33.706,36.74,39.637,42.233,45.209,48.464,51.02,55.385,58.753,62.031,65.55,69.989,76.205,81.0,85.953,90.821,95.051,103.565,92.285,96.306,102.723,104.426,75.976,69.566,67.281,69.439,72.133,70.414,76.167
1530,Yemen,"Gross domestic product per capita, constant prices",,,,,,,,,,,,1.474,3.082,-0.91,1.957,1.372,0.814,1.731,2.712,0.631,2.947,0.61,0.733,0.546,0.766,2.343,0.081,0.244,0.544,0.756,4.565,-15.257,-0.589,1.77,-3.096,-30.092,-12.015,-7.747,-1.992,-0.584,-5.458,3.513
1531,Yemen,"Inflation, average consumer prices",,,,,,,,,,,,44.913,51.2,61.746,71.277,63.892,38.785,4.635,11.542,7.909,10.964,11.916,12.239,10.831,12.49,9.867,10.845,7.905,18.976,3.675,11.175,19.544,9.885,10.968,8.159,22.0,21.3,30.4,27.6,10.0,26.7,5.0
1532,Yemen,"Inflation, end of period consumer prices",,,,,,,,,,,,,,,,57.2,27.226,7.05,11.91,10.184,8.458,22.35,4.33,13.591,9.981,12.478,7.861,11.168,10.795,8.833,12.486,23.173,5.806,8.14,10.005,34.0,11.9,47.0,14.3,6.2,46,5.0
1533,Yemen,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Yemen,General government net lending/borrowing,,,,,,,,,,,-10.273,-5.762,-10.905,-12.796,-14.027,-5.739,-0.918,-1.502,-7.771,0.06,6.087,2.787,-0.555,-4.201,-2.152,-1.822,1.186,-7.183,-4.532,-10.211,-4.058,-4.507,-6.315,-6.897,-4.136,-10.045,-9.224,-5.339,-6.68,-3.823,-7.974,-8.082
1535,Yemen,Current account balance,,,,,,,,,,,5.83,-3.408,-2.305,-2.149,0.975,0.302,0.897,0.321,-5.034,7.195,13.808,6.808,4.147,1.496,1.621,3.782,1.214,-6.967,-4.65,-10.057,-3.411,-3.001,-1.711,-3.072,-0.728,-7.096,-3.161,-0.183,-1.37,-7.431,-2.806,-5.983
1540,Zambia,"Inflation, end of period consumer prices",,13.997,12.495,19.692,20.019,37.43,54.8,47.028,54.042,128.294,96.008,99.651,180.715,128.105,38.355,45.98,35.21,18.581,30.567,20.633,30.1,18.678,26.654,17.161,17.502,15.851,8.239,8.933,16.56,9.9,7.9,7.2,7.328,7.14,7.862,21.112,7.469,6.085,7.9,11.7,12.7,11.4
1541,Zambia,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,Zambia,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,1.161,-5.892,-4.499,-5.314,-2.508,-2.372,16.913,-1.037,-0.668,-2.057,-2.432,-1.783,-2.832,-6.208,-5.799,-9.539,-6.097,-7.713,-8.228,-7.598,-5.713,-6.903
1544,Zimbabwe,"Gross domestic product, constant prices",,,,,,,,,,,,,,,,,,,,-1.111,-4.231,-0.454,-7.704,-16.224,-6.27,-7.413,-3.556,-3.401,-16.323,7.396,19.683,14.197,16.658,1.975,2.383,1.791,0.742,4.704,3.497,-8.276,-7.383,2.516
1545,Zimbabwe,"Gross domestic product, current prices",,,,,,,,,,,,,,,,,,,29.633,29.727,29.106,29.609,27.76,23.688,22.801,21.768,21.629,21.455,18.302,19.805,23.98,27.956,33.239,34.49,35.966,36.991,37.651,40.165,42.582,39.739,37.039,38.711
1546,Zimbabwe,"Gross domestic product per capita, constant prices",,,,,,,,,,,,,,,,,,,,-0.841,-3.977,-0.198,-7.458,-16.284,-6.989,-8.196,-5.002,-3.641,-16.875,6.43,18.616,13.102,11.282,-0.823,-0.203,0.111,-0.809,3.189,2.049,-9.899,-9.113,0.511
1547,Zimbabwe,"Inflation, average consumer prices",,5.556,0.59,-8.452,-1.857,-16.01,10.666,12.785,-1.057,-3.847,1.345,-13.143,-2.998,0.376,-2.761,15.227,6.006,-0.965,-28.023,-13.431,4.475,-37.198,-34.445,-8.565,113.569,-31.522,32.974,-72.729,156.964,6.216,3.045,3.47,3.72,1.632,-0.213,-2.41,-1.558,0.907,10.607,255.292,319.036,3.7
1548,Zimbabwe,"Inflation, end of period consumer prices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.67,3.217,4.92,2.914,0.331,-0.796,-2.473,-0.898,3.43,42.074,521.15,154.297,3.0
1549,Zimbabwe,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Zimbabwe,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,,,,,,-5.265,-2.15,-2.523,-1.804,-2.176,0.619,-2.164,0.807,-0.621,-0.421,-1.418,-6.242,-8.113,-4.499,-2.575,-4.931,-1.518
1551,Zimbabwe,Current account balance,,,,,,,,,,,-2.534,-5.788,-10.804,-4.109,-3.995,-4.466,-1.779,-7.717,-1.312,2.07,2.838,3.248,2.323,-0.72,-1.353,-0.958,1.887,3.829,-2.061,-9.734,-11.989,-17.245,-10.727,-13.23,-11.563,-7.617,-3.58,-1.299,-5.896,1.133,-1.914,-1.894
